Amount_Requested,1.5918426906045153
Interest_Rate,3.149550708761551
Loan_Length,4.155623803459965
Debt_To_Income_Ratio,2.0566380810768146
Monthly_Income,1.8190129312192467
Open_CREDIT_Lines,2.2969797313219202
Revolving_CREDIT_Balance,1.0005891804594846
Inquiries_in_the_Last_6_Months,0.7765004317166813
Employment_Length,1.6160983141847196
Fico_avg,20.37489859798188
Loan_Purpose_credit_card,0.46470776558284055
Loan_Purpose_debt_consolidation,1.0466887876887097
Loan_Purpose_educational,0.07769309688655156
Loan_Purpose_home_improvement,0.254432595171138
Loan_Purpose_house,0.08980265101338836
Loan_Purpose_major_purchase,0.20518497840908195
Loan_Purpose_medical,0.11020775375559824
Loan_Purpose_moving,0.1083334630430193
Loan_Purpose_other,0.2956844891001018
Loan_Purpose_renewable_energy,0.04003203845127196
Loan_Purpose_small_business,0.18988076176472876
Loan_Purpose_vacation,0.0920388924579655
Loan_Purpose_wedding,0.12588572825633257
State_AL,0.12423608981038067
State_AR,0.0722992485644431
State_AZ,0.13691203846071512
State_CA,0.4576924093294716
State_CO,0.15814629335682237
State_CT,0.14285714285714465
State_DC,0.066478910644401
State_DE,0.05665926996700774
State_FL,0.2692602319338514
State_GA,0.2019884498886696
State_HI,0.06944891018152667
State_IA,0.020004001200399548
State_IL,0.20518497840908198
State_IN,0.03466181948594261
State_KS,0.0920388924579657
State_KY,0.09636091489005985
State_LA,0.09422381610928221
State_MA,0.17343092558633402
State_MD,0.16721401351498208
State_MI,0.13538810472195822
State_MN,0.12423608981037913
State_MO,0.1156571257367431
State_MS,0.020004001200399867
State_MT,0.05298926319206653
State_NC,0.1620881796946169
State_NH,0.07769309688655188
State_NJ,0.19765878220107844
State_NM,0.07229924856444425
State_NV,0.11386818846191557
State_NY,0.3370248449335079
State_OH,0.17096823055286414
State_OK,0.09203889245796565
State_OR,0.11020775375559731
State_PA,0.19983354137773388
State_RI,0.07769309688655195
State_SC,0.10642772590553305
State_SD,0.04003203845127198
State_TX,0.2735078332036024
State_UT,0.08025723539051417
State_VA,0.17945692917862646
State_VT,0.04476614810358449
State_WA,0.15411367152535435
State_WI,0.1025148608033469
State_WV,0.0776930968865521
State_WY,0.04003203845127188
Home_Ownership_NONE,0.020004001200399565
Home_Ownership_OTHER,0.04476614810358439
Home_Ownership_OWN,0.29488391230978955
Home_Ownership_RENT,0.9199897244304474
